,doi,url,title,abstract,is_open_access,journal_name,is_biomimicry
0,10.1016/j.jsb.2021.107769,https://www.semanticscholar.org/paper/2f2b74ae8164e572f67acb6052c4bd4d36494d15,"Biochemical, structural and dynamical studies reveal strong differences in the thermal-dependent allosteric behavior of two extremophilic lactate dehydrogenases.","In this work, we combined biochemical and structural investigations with molecular dynamics (MD) simulations to analyze the very different thermal-dependent allosteric behavior of two lactate dehydrogenases (LDH) from thermophilic bacteria. We found that the enzyme from Petrotoga mobilis (P. mob) necessitates an absolute requirement of the allosteric effector (fructose 1, 6-bisphosphate) to ensure functionality. In contrast, even without allosteric effector, the LDH from Thermus thermophilus (T. the) is functional when the temperature is raised. We report the crystal structure of P. mob LDH in the Apo state solved at 1.9 Å resolution. We used this structure and the one from T. the, obtained previously, as a starting point for MD simulations at various temperatures. We found clear differences between the thermal dynamics, which accounts for the behavior of the two enzymes. Our work demonstrates that, within an allosteric enzyme, some areas act as local gatekeepers of signal transmission, allowing the enzyme to populate either the T-inactive or the R-active states with different degrees of stringency.",False,Journal of structural biology,False
1,10.1016/j.jsb.2021.107768,https://www.semanticscholar.org/paper/9a29e45d84a8c780a0a31675f5faf045db8cb964,2.85 and 2.99 Å resolution structures of 110 kDa nitrite reductase determined by 200 kV cryogenic electron microscopy.,"Cu-containing nitrite reductases (NiRs) are 110 kDa enzymes that play central roles in denitrification. Although the NiRs have been well studied, with over 100 Protein Data Bank entries, such issues as crystal packing, photoreduction, and lack of high pH cases have impeded structural analysis of their catalytic mechanisms. Here we show the cryogenic electron microscopy (cryo-EM) structures of Achromobacter cycloclastes NiR (AcNiR) at pH 6.2 and 8.1. The optimization of 3D-reconstruction parameters achieved 2.99 and 2.85 Å resolution. Comprehensive comparisons with cryo-EM and 56 AcNiR crystal structures suggested crystallographic artifacts in residues 185-215 and His255' due to packing and photoreduction, respectively. We used a newly developed map comparison method to detect structural change around the type 2 Cu site. While the theoretical estimation of coordinate errors of cryo-EM structures remains difficult, combined analysis using X-ray and cryo-EM structures will allow deeper insight into the local structural changes of proteins.",False,Journal of structural biology,False
2,10.1016/j.jsb.2021.107766,https://www.semanticscholar.org/paper/2b19b6a11b1bde525e0a77bd00f578c5edf35411,Correlative transmission electron microscopy and high-resolution hard X-ray fluorescence microscopy of cell sections to measure trace element concentrations at the organelle level.,"Metals are essential for life and their concentration and distribution in organisms are tightly regulated. Indeed, in their free form, most transition metal ions are toxic. Therefore, an excess of physiologic metal ions or the uptake of non-physiologic metal ions can be highly detrimental to the organism. It is thus fundamental to understand metal distribution under physiological, pathological or environmental conditions, for instance in metal-related pathologies or upon environmental exposure to metals. Elemental imaging techniques can serve this purpose, by allowing the visualization and the quantification of metal species in tissues down to the level of cell organelles. Synchrotron radiation-based X-ray fluorescence (SR-XRF) microscopy is one of the most sensitive techniques to date, and great progress was made to reach nanoscale spatial resolution. Here we propose a correlative method to couple SR-XRF to electron microscopy (EM), with the possibility to quantify selected elemental contents in a specific organelle of interest with 50x50 nm2 raster scan resolution. We performed EM and SR-XRF on the same section of hepatocytes exposed to silver nanoparticles, in order to identify mitochondria through EM and visualize Ag co-localized with these organelles through SR-XRF. We demonstrate the accumulation of silver in mitochondria, which can reach a 10-fold higher silver concentration compared to the surrounding cytosol. The sample preparation and experimental setup can be adapted to other scientific questions, making the correlative use of SR-XRF and EM suitable to address a large panel of biological questions related to metal homeostasis.",False,Journal of structural biology,False
3,10.1016/j.jsb.2021.107767,https://www.semanticscholar.org/paper/7beb77348faa7316437deab030528cbc06b82890,The structure of exopolyphosphatase (PPX) from Porphyromonas gingivalis in complex with substrate analogs and magnesium ions reveals the basis for polyphosphate processivity.,,False,Journal of structural biology,False
4,10.1016/j.jsb.2021.107765,https://www.semanticscholar.org/paper/62560389b93bb613d6cd641c7fbfa048e3af2767,Structure and substrate recognition by the Ruminococcus bromii amylosome pullulanases.,"Pullulanases are glycoside hydrolase family 13 (GH13) enzymes that target α1,6 glucosidic linkages within starch and aid in the degradation of the α1,4- and α1,6- linked glucans pullulan, glycogen and amylopectin. The human gut bacterium Ruminococcus bromii synthesizes two extracellular pullulanases, Amy10 and Amy12, that are incorporated into the multiprotein amylosome complex that enables the digestion of granular resistant starch from the diet. Here we provide a comparative biochemical analysis of these pullulanases and the x-ray crystal structure of the wild type and the nucleophile mutant D392A of Amy12 complexed with maltoheptaose and 63-α-D glucosyl-maltotriose. While Amy10 displays higher catalytic efficiency on pullulan and cleaves only α1,6 linkages, Amy12 has some activity on α1,4 linkages suggesting that these enzymes are not redundant within the amylosome. Our structures of Amy12 include a mucin-binding protein (MucBP) domain that follows the C-domain of the GH13 fold, an atypical feature of these enzymes. The wild type Amy12 structure with maltoheptaose captured two oligosaccharides in the active site arranged as expected following catalysis of an α1,6 branch point in amylopectin. The nucleophile mutant D392A complexed with maltoheptaose or 63-α-D glucosyl-maltotriose captured β-glucose at the reducing end in the -1 subsite, facilitated by the truncation of the active site aspartate and stabilized by stacking with Y279. The core interface between the co-crystallized ligands and Amy12 occurs within the -2 through +1 subsites, which may allow for flexible recognition of α1,6 linkages within a variety of starch structures.",False,Journal of structural biology,False
5,10.1016/j.jsb.2021.107763,https://www.semanticscholar.org/paper/6dacf9a35df63fe1085f5285598ae745af919587,"VHUT-cryo-FIB, a method to fabricate frozen hydrated lamellae from tissue specimens for in situ cryo-electron tomography.","Cryo-electron tomography (cryo-ET) provides a promising approach to study intact structures of macromolecules in situ, but the efficient preparation of high-quality cryosections represents a bottleneck. Although cryo-focused ion beam (cryo-FIB) milling has emerged for large and flat cryo-lamella preparation, its application to tissue specimens remains challenging. Here, we report an integrated workflow, VHUT-cryo-FIB, for efficiently preparing frozen hydrated tissue lamella that can be readily used in subsequent cryo-ET studies. The workflow includes vibratome slicing, high-pressure freezing, ultramicrotome cryo-trimming and cryo-FIB milling. Two strategies were developed for loading cryo-lamella via a side-entry cryo-holder or an FEI AutoGrid. The workflow was validated by using various tissue specimens, including rat skeletal muscle, rat liver and spinach leaf specimens, and in situ structures of ribosomes were obtained at nanometer resolution from the spinach and liver samples.",False,Journal of structural biology,False
6,10.1016/j.jsb.2021.107764,https://www.semanticscholar.org/paper/b540604557d34dcf14ed06da92a608ac364f47d3,"Morphology and organization of the internal shell of Ariolimax californicus (Gastropoda; Stylommatophora), an asymmetric two-face biomineralized matrix.","A slug is a shell-less terrestrial gastropod mollusk. During evolution, slugs have lost their mineralized external shell but some of them have retained an internal shell (IS). Unlike external shells, which have been widely investigated, the ISs have been poorly studied. We report for the first time the compositional and complete morphological characterization of Ariolimax californicus' IS. According to literature, this shell calcifies and decalcifies depending on the animal's needs. Its composition is mostly organic, consisting of proteins and β-chitin. The internal shell is organized in layers and membranes in which CaCO3 crystal formation occurs in specific areas. In the two faces of the IS we observed different morphologies and aggregations of calcite bio-crystals along with a different organization of the organic matrix. Dorsally, the mineral forms a thick layer composed of misaligned crystal aggregates of large dimensions, separated by thin organic layers. This suggest a protective purpose and the use of this layer as a long-term calcium storage system. Ventrally, the mineral phase is organized in small crystal aggregates of comparable size, separated by thin organic layers, and quite aligned one to the other. The whole ventral mineral layer is covered by a membrane, identified as the hypostracum. This face is proposed to be a short-term calcium storage system. In vitro crystallization experiments suggest massive calcium ions sequestration from the solution for the precipitation of calcite crystals inside the organic matrix. In conclusion, this research provides new information on the dynamic of biomineralization on mollusk evolved in calcium-poor environments.",False,Journal of structural biology,False
7,10.1016/j.jsb.2021.107752,https://www.semanticscholar.org/paper/aa8917bf45bc6ec37f83aae5f48e7881ee41e6e4,Crystal structure of the anti-CRISPR repressor Aca2.,"Bacteria use adaptive CRISPR-Cas immune mechanisms to protect from invasion by bacteriophages and other mobile genetic elements. In response, bacteriophages and mobile genetic elements have co-evolved anti-CRISPR proteins to inhibit the bacterial defense. We and others have previously shown that anti-CRISPR associated (Aca) proteins can regulate this anti-CRISPR counter-attack. Here, we report the first structure of an Aca protein, the Aca2 DNA-binding transcriptional autorepressor from Pectobacterium carotovorum bacteriophage ZF40, determined to 1.34 Å. Aca2 presents a conserved N-terminal helix-turn-helix DNA-binding domain and a previously uncharacterized C-terminal dimerization domain. Dimerization positions the Aca2 recognition helices for insertion into the major grooves of target DNA, supporting its role in regulating anti-CRISPRs. Furthermore, database comparisons identified uncharacterized Aca2 structural homologs in pathogenic bacteria, suggesting that Aca2 represents the first characterized member of a more widespread family of transcriptional regulators.",False,Journal of structural biology,False
8,10.1016/j.jsb.2021.107751,https://www.semanticscholar.org/paper/73f4df20450abffa7b9b8c636fca4cc17f759ac1,Crystal structure of TbAlba1 from Trypanosoma brucei.,"Alba (Acetylation lowers binding affinity) domain is a small, dimeric nucleic acid-binding domain, which is widely distributed in archaea and numbers of eukaryotes. Alba domain containing proteins have been reported to be involved in many cellular processes, such as regulation of translation, maintaining genome stability, regulation of RNA processing and so on. In Trypanosoma brucei (T. brucei), there are four Alba proteins identified, which are named TbAlba1 to TbAlba4. However, the structure and function of TbAlba proteins are still unknown. Here, we solved the crystal structure of TbAlba1 to a resolution of 2.46 Å. TbAlba1 adopts a similar Alba-fold, which comprises of four β-strands (β1-β4) and three long α-helices (α1-α3). Furthermore, TbAlba1 displays some structural features quite different from other Alba proteins. These differences may imply the diverse biological roles of Alba family members.",False,Journal of structural biology,False
9,10.1016/j.jsb.2021.107750,https://www.semanticscholar.org/paper/6f8d1b9f98d46b29cf34e43fdf257d6e92babd1a,Cryo-EM structure of the cetacean morbillivirus nucleoprotein-RNA complex.,"Cetacean morbillivirus (CeMV) is an emerging and highly infectious paramyxovirus that causes outbreaks in cetaceans and occasionally in pinnipeds, representing a major threat to biodiversity and conservation of endangered marine mammal populations in both hemispheres. As for all non-segmented, negative-sense, single-stranded RNA (ssRNA) viruses, the morbilliviral genome is enwrapped by thousands of nucleoprotein (N) protomers. Each bound to six ribonucleotides, N protomers assemble to form a helical ribonucleoprotein (RNP) complex that serves as scaffold for nucleocapsid formation and as template for viral replication and transcription. While the molecular details on RNP complexes elucidated in human measles virus (MeV) served as paradigm model for these processes in all members of the Morbillivirus genus, no structural information has been obtained from other morbilliviruses, nor has any CeMV structure been solved so far. We report the structure of the CeMV RNP complex, reconstituted in vitro upon binding of recombinant CeMV N to poly-adenine ssRNA hexamers and solved to 4.0 Å resolution by cryo-electron microscopy. In spite of the amino acid sequence similarity and consequently similar folding of the N protomer, the CeMV RNP complex exhibits different helical parameters as compared to previously reported MeV orthologs. The CeMV structure reveals exclusive interactions leading to more extensive protomer-RNA and protomer-protomer interfaces. We identified twelve residues, among those varying between CeMV strains, as putatively important for the stabilization of the RNP complex, which highlights the need to study the potential of CeMV N mutations that modulate nucleocapsid assembly to also affect viral phenotype and host adaptation.",False,Journal of structural biology,False
