,doi,url,title,abstract,is_open_access,journal_name,is_biomimicry
0,10.1371/journal.pbio.3000111,https://www.semanticscholar.org/paper/c3622dadcd3ef0d3c30cb673607ad9a58a6d15b1,Network hubs affect evolvability,"The regulatory processes in cells are typically organized into complex genetic networks. However, it is still unclear how this network structure modulates the evolution of cellular regulation. One would expect that mutations in central and highly connected modules of a network (so-called hubs) would often result in a breakdown and therefore be an evolutionary dead end. However, a new study by Koubkova-Yu and colleagues finds that in some circumstances, altering a hub can offer a quick evolutionary advantage. Specifically, changes in a hub can induce significant phenotypic changes that allow organisms to move away from a local fitness peak, whereas the fitness defects caused by the perturbed hub can be mitigated by mutations in its interaction partners. Together, the results demonstrate how network architecture shapes and facilitates evolutionary adaptation.",True,PLoS biology,False
1,10.1371/journal.pbio.2006767,https://www.semanticscholar.org/paper/288fc284ffbcce665777f4a5ab176a4911c79f15,The Cdk8/19-cyclin C transcription regulator functions in genome replication through metazoan Sld7,"Accurate genome duplication underlies genetic homeostasis. Metazoan Mdm2 binding protein (MTBP) forms a main regulatory platform for origin firing together with Treslin/TICRR and TopBP1 (Topoisomerase II binding protein 1 (TopBP1)–interacting replication stimulating protein/TopBP1-interacting checkpoint and replication regulator). We report the first comprehensive analysis of MTBP and reveal conserved and metazoa-specific MTBP functions in replication. This suggests that metazoa have evolved specific molecular mechanisms to adapt replication principles conserved with yeast to the specific requirements of the more complex metazoan cells. We uncover one such metazoa-specific process: a new replication factor, cyclin-dependent kinase 8/19–cyclinC (Cdk8/19-cyclin C), binds to a central domain of MTBP. This interaction is required for complete genome duplication in human cells. In the absence of MTBP binding to Cdk8/19-cyclin C, cells enter mitosis with incompletely duplicated chromosomes, and subsequent chromosome segregation occurs inaccurately. Using remote homology searches, we identified MTBP as the metazoan orthologue of yeast synthetic lethal with Dpb11 7 (Sld7). This homology finally demonstrates that the set of yeast core factors sufficient for replication initiation in vitro is conserved in metazoa. MTBP and Sld7 contain two homologous domains that are present in no other protein, one each in the N and C termini. In MTBP the conserved termini flank the metazoa-specific Cdk8/19-cyclin C binding region and are required for normal origin firing in human cells. The N termini of MTBP and Sld7 share an essential origin firing function, the interaction with Treslin/TICRR or its yeast orthologue Sld3, respectively. The C termini may function as homodimerisation domains. Our characterisation of broadly conserved and metazoa-specific initiation processes sets the basis for further mechanistic dissection of replication initiation in vertebrates. It is a first step in understanding the distinctions of origin firing in higher eukaryotes.",True,PLoS biology,False
2,10.1371/journal.pbio.3000125,https://www.semanticscholar.org/paper/b1bf45f8f1cd31d26e55ea305b3bfb647c7205cd,Developing a modern data workflow for regularly updated data,"Over the past decade, biology has undergone a data revolution in how researchers collect data and the amount of data being collected. An emerging challenge that has received limited attention in biology is managing, working with, and providing access to data under continual active collection. Regularly updated data present unique challenges in quality assurance and control, data publication, archiving, and reproducibility. We developed a workflow for a long-term ecological study that addresses many of the challenges associated with managing this type of data. We do this by leveraging existing tools to 1) perform quality assurance and control; 2) import, restructure, version, and archive data; 3) rapidly publish new data in ways that ensure appropriate credit to all contributors; and 4) automate most steps in the data pipeline to reduce the time and effort required by researchers. The workflow leverages tools from software development, including version control and continuous integration, to create a modern data management system that automates the pipeline.",True,PLoS biology,False
3,10.1371/journal.pbio.3000118,https://www.semanticscholar.org/paper/c65761576fd671ee85b9fdafdb730bdaa3febfe3,Dominance reversals and the maintenance of genetic variation for fitness,"Antagonistic selection between different fitness components (e.g., survival versus fertility) or different types of individuals in a population (e.g., females versus males) can potentially maintain genetic diversity and thereby account for the high levels of fitness variation observed in natural populations. However, the degree to which antagonistic selection can maintain genetic variation critically depends on the dominance relations between antagonistically selected alleles in diploid individuals. Conditions for stable polymorphism of antagonistically selected alleles are narrow, particularly when selection is weak, unless the alleles exhibit “dominance reversals”—in which each allele is partially or completely dominant in selective contexts in which it is favored and recessive in contexts in which it is harmful. Although theory predicts that dominance reversals should emerge under biologically plausible conditions, evidence for dominance reversals is sparse. In this primer, we review theoretical arguments and data supporting a role for dominance reversals in the maintenance of genetic variation. We then highlight an illuminating new study by Grieshop and Arnqvist, which reports a genome-wide signal of dominance reversals between male and female fitness in seed beetles.",False,PLoS biology,False
4,10.1371/journal.pbio.2006972,https://www.semanticscholar.org/paper/831ee4944e37c1e7cc9707a69ad3c66beb5b4da9,Insulin resistance disrupts epithelial repair and niche-progenitor Fgf signaling during chronic liver injury,"Insulin provides important information to tissues about feeding behavior and energy status. Defective insulin signaling is associated with ageing, tissue dysfunction, and impaired wound healing. In the liver, insulin resistance leads to chronic damage and fibrosis, but it is unclear how tissue-repair mechanisms integrate insulin signals to coordinate an appropriate injury response or how they are affected by insulin resistance. In this study, we demonstrate that insulin resistance impairs local cellular crosstalk between the fibrotic stroma and bipotent adult liver progenitor cells (LPCs), whose paracrine interactions promote epithelial repair and tissue remodeling. Using insulin-resistant mice deficient for insulin receptor substrate 2 (Irs2), we highlight dramatic impairment of proregenerative fibroblast growth factor 7 (Fgf7) signaling between stromal niche cells and LPCs during chronic injury. We provide a detailed account of the role played by IRS2 in promoting Fgf7 ligand and receptor (Fgfr2-IIIb) expression by the two cell compartments, and we describe an insulin/IRS2-dependent feed-forward loop capable of sustaining hepatic re-epithelialization by driving FGFR2-IIIb expression. Finally, we shed light on the regulation of IRS2 and FGF7 within the fibrotic stroma and show—using a human coculture system—that IRS2 silencing shifts the equilibrium away from paracrine epithelial repair in favor of fibrogenesis. Hence, we offer a compelling insight into the contribution of insulin resistance to the pathogenesis of chronic liver disease and propose IRS2 as a positive regulator of communication between cell types and the transition between phases of stromal to epithelial repair.",True,PLoS biology,False
5,10.1371/journal.pbio.3000120,https://www.semanticscholar.org/paper/6190cdf5d089471b23a7aa407a2864d4bd9048be,Open notebook science can maximize impact for rare disease projects,"Transparency lies at the heart of the open lab notebook movement. Open notebook scientists publish laboratory experiments and findings in the public domain in real time, without restrictions or omissions. Research on rare diseases is especially amenable to the open notebook model because it can both increase scientific impact and serve as a mechanism to engage patient groups in the scientific process. Here, I outline and describe my own success with my open notebook project, LabScribbles, as well as other efforts included in the openlabnotebooks.org initiative.",True,PLoS biology,False
6,10.1371/journal.pbio.3000121,https://www.semanticscholar.org/paper/8a8469f4fd1b4a6b72b5edd2d1ae29c88c0e76b5,Environment-dependent pleiotropic effects of mutations on the maximum growth rate r and carrying capacity K of population growth,"Maximum growth rate per individual (r) and carrying capacity (K) are key life-history traits that together characterize the density-dependent population growth and therefore are crucial parameters of many ecological and evolutionary theories such as r/K selection. Although r and K are generally thought to correlate inversely, both r/K tradeoffs and trade-ups have been observed. Nonetheless, neither the conditions under which each of these relationships occur nor the causes of these relationships are fully understood. Here, we address these questions using yeast as a model system. We estimated r and K using the growth curves of over 7,000 yeast recombinants in nine environments and found that the r–K correlation among genotypes changes from 0.53 to −0.52 with the rise of environment quality, measured by the mean r of all genotypes in the environment. We respectively mapped quantitative trait loci (QTLs) for r and K in each environment. Many QTLs simultaneously influence r and K, but the directions of their effects are environment dependent such that QTLs tend to show concordant effects on the two traits in poor environments but antagonistic effects in rich environments. We propose that these contrasting trends are generated by the relative impacts of two factors—the tradeoff between the speed and efficiency of ATP production and the energetic cost of cell maintenance relative to reproduction—and demonstrate an agreement between model predictions and empirical observations. These results reveal and explain the complex environment dependency of the r–K relationship, which bears on many ecological and evolutionary phenomena and has biomedical implications.",True,PLoS biology,False
7,10.1371/journal.pbio.3000127,https://www.semanticscholar.org/paper/6139d33ea54d7e3bcd35723f7161ebea58692c86,Evidence that nonsignificant results are sometimes preferred: Reverse P-hacking or selective reporting?,"There is increased concern about poor scientific practices arising from an excessive focus on P-values. Two particularly worrisome practices are selective reporting of significant results and ‘P-hacking’. The latter is the manipulation of data collection, usage, or analyses to obtain statistically significant outcomes. Here, we introduce the novel, to our knowledge, concepts of selective reporting of nonsignificant results and ‘reverse P-hacking’ whereby researchers ensure that tests produce a nonsignificant result. We test whether these practices occur in experiments in which researchers randomly assign subjects to treatment and control groups to minimise differences in confounding variables that might affect the focal outcome. By chance alone, 5% of tests for a group difference in confounding variables should yield a significant result (P < 0.05). If researchers less often report significant findings and/or reverse P-hack to avoid significant outcomes that undermine the ethos that experimental and control groups only differ with respect to actively manipulated variables, we expect significant results from tests for group differences to be under-represented in the literature. We surveyed the behavioural ecology literature and found significantly more nonsignificant P-values reported for tests of group differences in potentially confounding variables than the expected 95% (P = 0.005; N = 250 studies). This novel, to our knowledge, publication bias could result from selective reporting of nonsignificant results and/or from reverse P-hacking. We encourage others to test for a bias toward publishing nonsignificant results in the equivalent context in their own research discipline.",True,PLoS biology,False
8,10.1371/journal.pbio.3000119,https://www.semanticscholar.org/paper/ec92c8f135b149acae7e00416284380639f888a4,"Correction: Preservation of myocardial contractility during acute hypoxia with OMX-CV, a novel oxygen delivery biotherapeutic",[This corrects the article DOI: 10.1371/journal.pbio.2005924.].,True,PLoS biology,False
9,10.1371/journal.pbio.3000102,https://www.semanticscholar.org/paper/c1d0f24cd192c7b77a16aaa29db3d64b4af32aa2,Evolutionary dynamics of bacteria in the gut microbiome within and across hosts,"Gut microbiota are shaped by a combination of ecological and evolutionary forces. While the ecological dynamics have been extensively studied, much less is known about how species of gut bacteria evolve over time. Here, we introduce a model-based framework for quantifying evolutionary dynamics within and across hosts using a panel of metagenomic samples. We use this approach to study evolution in approximately 40 prevalent species in the human gut. Although the patterns of between-host diversity are consistent with quasi-sexual evolution and purifying selection on long timescales, we identify new genealogical signatures that challenge standard population genetic models of these processes. Within hosts, we find that genetic differences that accumulate over 6-month timescales are only rarely attributable to replacement by distantly related strains. Instead, the resident strains more commonly acquire a smaller number of putative evolutionary changes, in which nucleotide variants or gene gains or losses rapidly sweep to high frequency. By comparing these mutations with the typical between-host differences, we find evidence that some sweeps may be seeded by recombination, in addition to new mutations. However, comparisons of adult twins suggest that replacement eventually overwhelms evolution over multi-decade timescales, hinting at fundamental limits to the extent of local adaptation. Together, our results suggest that gut bacteria can evolve on human-relevant timescales, and they highlight the connections between these short-term evolutionary dynamics and longer-term evolution across hosts.",True,PLoS biology,False
