,doi,url,title,abstract,is_open_access,journal_name,is_biomimicry
0,10.1016/j.cell.2021.06.019,https://www.semanticscholar.org/paper/62ed6fc3cb8e4dcedf790598c5bcd3471ba64502,Gut-microbiota-targeted diets modulate human immune status,"Diet modulates the gut microbiome, which in turn can impact the immune system. Here, we determined how two microbiota-targeted dietary interventions, plant-based fiber and fermented foods, influence the human microbiome and immune system in healthy adults. Using a 17-week randomized, prospective study (n = 18/arm) combined with -omics measurements of microbiome and host, including extensive immune profiling, we found diet-specific effects. The high-fiber diet increased microbiome-encoded glycan-degrading carbohydrate active enzymes (CAZymes) despite stable microbial community diversity. Although cytokine response score (primary outcome) was unchanged, three distinct immunological trajectories in high-fiber consumers corresponded to baseline microbiota diversity. Alternatively, the high-fermented-food diet steadily increased microbiota diversity and decreased inflammatory markers. The data highlight how coupling dietary interventions to deep and longitudinal immune and microbiome profiling can provide individualized and population-wide insight. Fermented foods may be valuable in countering the decreased microbiome diversity and increased inflammation pervasive in industrialized society.",False,Cell,False
1,10.1016/j.cell.2021.06.020,https://www.semanticscholar.org/paper/3f8a38ea9e108ebeb7604cdc9a398ec988155722,Reduced neutralization of SARS-CoV-2 B.1.617 by vaccine and convalescent serum,"
 SARS-CoV-2 has undergone progressive change with variants conferring advantage rapidly becoming dominant lineages e.g. B.1.617. With apparent increased transmissibility variant B.1.617.2 has contributed to the current wave of infection ravaging the Indian subcontinent and has been designated a variant of concern in the UK. Here we study the ability of monoclonal antibodies, convalescent and vaccine sera to neutralize B.1.617.1 and B.1.617.2 and complement this with structural analyses of Fab/RBD complexes and map the antigenic space of current variants. Neutralization of both viruses is reduced when compared with ancestral Wuhan related strains but there is no evidence of widespread antibody escape as seen with B.1.351. However, B.1.351 and P.1 sera showed markedly more reduction in neutralization of B.1.617.2 suggesting that individuals previously infected by these variants may be more susceptible to reinfection by B.1.617.2. This observation provides important new insight for immunisation policy with future variant vaccines in non-immune populations.
",False,Cell,False
2,10.1016/j.cell.2021.06.021,https://www.semanticscholar.org/paper/709f47be889fd953980867b59e163f8294ab946d,In vitro and in vivo functions of SARS-CoV-2 infection-enhancing and neutralizing antibodies,"
 SARS-CoV-2 neutralizing antibodies (NAbs) protect against COVID-19. A concern regarding SARS-CoV-2 antibodies is whether they mediate disease enhancement. Here, we isolated NAbs against the receptor-binding domain (RBD) and the N-terminal domain (NTD) of SARS-CoV-2 spike from individuals with acute or convalescent SARS-CoV-2 or a history of SARS-CoV infection. Cryo-electron microscopy of RBD and NTD antibodies demonstrated function-specific modes of binding. Select RBD NAbs also demonstrated Fc receptor-γ (FcγR)-mediated enhancement of virus infection in vitro, while five non-neutralizing NTD antibodies mediated FcγR-independent in vitro infection enhancement. However, both types of infection-enhancing antibodies protected from SARS-CoV-2 replication in monkeys and mice. Three of 46 monkeys infused with enhancing antibodies had higher lung inflammation scores compared to controls. One monkey had alveolar edema and elevated bronchoalveolar lavage inflammatory cytokines. Thus, while in vitro antibody-enhanced infection does not necessarily herald enhanced infection in vivo, increased lung inflammation can rarely occur in SARS-CoV-2 antibody-infused macaques.
",False,Cell,False
3,10.1016/j.cell.2021.06.016,https://www.semanticscholar.org/paper/d60ad07a0f89dcc7a71327a0218de1591c0c9aff,Before and after farming: The genetic structure of South China and Southeast Asia,"In this issue of Cell, Wang et al. harness ancient DNA methods to produce and analyze new genomic data from 31 individuals from South China, dated between 500 and 10,000-12,000 years ago. The study reveals a complex interplay between groups of three different genetic ancestries and provides a new perspective on interactions and agricultural dispersals in South China and Southeast Asia.",False,Cell,False
4,10.1016/j.cell.2021.06.014,https://www.semanticscholar.org/paper/7fa239c7ff1bcf22027b395c51588b0cbdaf1110,Immunological lessons from CD28 deficiency in humans,"In this issue of Cell, Casanova and colleagues examine three family members with a mutation that results in deficiency of the T cell co-stimulatory molecule CD28. These patients exhibit clinical symptoms due to human papillomavirus-2 and -4 infections, show increased levels of Epstein-Barr virus and cytomegalovirus in the blood, and respond poorly to vaccines.",False,Cell,False
5,10.1016/j.cell.2021.06.013,https://www.semanticscholar.org/paper/193589c3dd60fb8a0ade67313dbd4c8f334d4f4f,Commensals and immune cells speak in the language of endogenous retroviruses,"How the microbiome and mucosal environment mediate homeostatic immunity in the skin is not well understood. In this issue of Cell, Lima-Junior and colleagues report that skin commensal bacteria induce endogenous retrovirus (ERV) expression and antiviral immune responses in keratinocytes, favoring the priming of beneficial commensal-specific T cell subsets that promote tissue homeostasis.",False,Cell,False
6,10.1016/j.cell.2021.06.017,https://www.semanticscholar.org/paper/57e60d4c5056c906d4fa31d6562c0977db65c3e7,ESCRTs got your Bac!,"ESCRT-III proteins, which form filaments that deform, bud, and sever membranes, are found in eukaryotes and some archaea. Three studies in this issue of Cell reveal that PspA and Vipp1 are bacterial and cyanobacterial members of the ESCRT-III superfamily, indicating it is even more ubiquitous and ancient than previously thought.",False,Cell,False
7,10.1016/j.cell.2021.05.023,https://www.semanticscholar.org/paper/49e1404db759714c70e45e4c01296ac4588714f8,Translocated microbiome composition determines immunological outcome in treated HIV infection,"The impact of the microbiome on HIV disease is widely acknowledged although the mechanisms downstream of fluctuations in microbial composition remain speculative. We detected rapid, dynamic changes in translocated microbial constituents during two years after cART initiation. An unbiased systems biology approach revealed two distinct pathways driven by changes in the abundance ratio of Serratia to other bacterial genera. Increased CD4 T cell numbers over the first year were associated with high Serratia abundance, pro-inflammatory innate cytokines, and metabolites that drive Th17 gene expression signatures and restoration of mucosal integrity. Subsequently, decreased Serratia abundance and downregulation of innate cytokines allowed re-establishment of systemic T cell homeostasis promoting restoration of Th1 and Th2 gene expression signatures. Analyses of three other geographically distinct cohorts of treated HIV infection established a more generalized principle that changes in diversity and composition of translocated microbial species influence systemic inflammation and consequently CD4 T cell recovery.",False,Cell,False
8,10.1016/j.cell.2021.06.023,https://www.semanticscholar.org/paper/262fb581a2513399e9fb16c30cdc979934c46625,Molecular topography of an entire nervous system,"We have produced gene expression profiles of all 302 neurons of the C. elegans nervous system that match the single-cell resolution of its anatomy and wiring diagram. Our results suggest that individual neuron classes can be solely identified by combinatorial expression of specific gene families. For example, each neuron class expresses distinct codes of ∼23 neuropeptide genes and ∼36 neuropeptide receptors, delineating a complex and expansive ""wireless"" signaling network. To demonstrate the utility of this comprehensive gene expression catalog, we used computational approaches to (1) identify cis-regulatory elements for neuron-specific gene expression and (2) reveal adhesion proteins with potential roles in process placement and synaptic specificity. Our expression data are available at https://cengen.org and can be interrogated at the web application CengenApp. We expect that this neuron-specific directory of gene expression will spur investigations of underlying mechanisms that define anatomy, connectivity, and function throughout the C. elegans nervous system.",False,Cell,False
9,10.1016/j.cell.2021.06.018,https://www.semanticscholar.org/paper/e922c42503b4bb1b4dfa00bfef55ca2d1bf3d0be,GABA-receptive microglia selectively sculpt developing inhibitory circuits,"Microglia, the resident immune cells of the brain, have emerged as crucial regulators of synaptic refinement and brain wiring. However, whether the remodeling of distinct synapse types during development is mediated by specialized microglia is unknown. Here, we show that GABA-receptive microglia selectively interact with inhibitory cortical synapses during a critical window of mouse postnatal development. GABA initiates a transcriptional synapse remodeling program within these specialized microglia, which in turn sculpt inhibitory connectivity without impacting excitatory synapses. Ablation of GABAB receptors within microglia impairs this process and leads to behavioral abnormalities. These findings demonstrate that brain wiring relies on the selective communication between matched neuronal and glial cell types.",False,Cell,False
